legura,kolicina,kom,masina,duzina,profil,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,vm_1,vm_2,vm_3,vm_4,vm_5,vm_6,vm_7,vm_8,vm_9,vm_10,vm_11,vm_12,vm_13,vm_14
Y80,9616,2,L42,4200,400 X 1060,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW4,13279,2,L51,3800,400 X 1600,3000,0,7000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13484,3,L51,4200,400 X 980,2000,0,8000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,12973,2,L51,4400,400 X 1350,2000,0,7500,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13071,3,L51,4200,400 X 950,3000,0,7000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13617,2,L51,4300,400 X 1450,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
Q90,10725,2,L60,3600,400 X 1400,2000,0,6000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A0 - baliran,,,,,
Q90,9768,2,L60,3400,400 X 1350,3000,0,4000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,11747,2,L60,3450,400 X 1600,2000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
Q90,10342,2,L60,3600,400 X 1350,2000,0,5000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,47667,4,L39,7000,400 X 1600,5000,0,22000,3000,1000,0,0,12000,8000,0,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,ALBe5%
Q90,45060,5,L39,7700,400 X 1100,5000,0,21000,3000,1000,0,0,10000,8000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,49412,4,L39,8600,400 X 1350,7000,0,20000,3000,1000,0,0,12000,8000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
Q90,43464,5,L39,8600,400 X 950,8000,0,17000,3000,1000,0,0,8000,8000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
Y80,11794,2,L42,4200,400 X 1300,12000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,12701,2,L42,4200,400 X 1400,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,10433,2,L42,4200,400 X 1150,11000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,13365,3,L42,3750,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Q90,12257,2,L60,3600,400 X 1600,3000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
Q90,10725,2,L60,3600,400 X 1400,2000,0,6000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
Q90,9959,2,L60,3600,400 X 1300,2000,0,5500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
Q90,9704,2,L60,3800,400 X 1200,2000,0,5500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
Q90,10342,2,L60,3600,400 X 1350,2000,0,6000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
N74,12783,2,L60,4400,400 X 1350,4000,0,6000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,,
Q90,45060,5,L39,7700,400 X 1100,7000,0,20000,3000,1000,0,0,8000,8000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
Q90,49029,4,L39,7200,400 X 1600,15000,0,24000,3000,1000,0,0,3000,4000,2000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A4N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,ALBe5%
Q90,49157,4,L39,7000,400 X 1650,10000,0,30000,3000,1000,0,0,3000,2000,1000,2000,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A3N,AL otpad  A5N i A51N,AL otpad  A0 - baliran,AL otpad  A6SK,,,ALBe5%
Q90R,47050,4,L39,6700,400 X 1650,15000,0,18000,3000,1000,0,0,6000,6000,2000,0,0,5,15,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A4N,,,ALBe5%,Bi100%
EW4,9959,2,L51,3800,400 X 1200,2000,0,5000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,10614,2,L51,3600,400 X 1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Q90,12257,2,L60,3600,400 X 1600,3000,0,6000,500,0,0,0,2000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
EW3,13181,2,L51,3800,400 X 1600,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,10536,2,L51,3600,400 X 1350,3000,0,5000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,,,,,,
EW3,10536,2,L51,3600,400 X 1350,3000,0,5000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,13415,3,L51,3750,400 X 1100,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,11843,2,L51,4750,400 X 1150,4000,0,5500,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW4,12492,2,L60,4400,400 X 1300,6000,0,2000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)","M - legura (odresci,buntovi)",,,,AL otpad  A1 - nova ?ica - U,AL otpad  A5N i A51N,,,,,
EW3,12975,3,L51,4200,400 X 950,5000,0,5500,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
ZZ50,13385,3,L42,4200,400 X 980,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
G13,13563,3,L42,3750,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW0,13279,2,L42,3800,400 X 1600,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW1,13279,2,L42,3800,400 X 1600,6000,0,4000,1000,500,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"A - legura (odresci,buntovi)","AF - legura (odresci,buntovi)",A - legura (?pon),,,AL otpad  A1 - nova ?ica,,,,,,
EW1,13514,3,L42,3750,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,M -legura (?pon),,,,,,,,,,,
EW1,9959,2,L42,3800,400 X 1200,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",,,,,,,,,,,
EW1,11925,2,L42,4200,400 X 1300,12000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,M -legura (?pon),,,,,,,,,,,
Y80,12928,3,L42,4200,400 X 950,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW3,12975,3,L51,4200,400 X 950,4000,0,6500,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
N73,13593,3,L60,3800,400 X 1100,4000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
N71,13974,3,L60,3950,400 X 1100,4000,0,7500,500,0,0,0,1000,1000,0,1000,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A4N,,AL otpad  A5N i A51N,,,
N71,11835,2,L60,3450,400 X 1600,3000,0,5500,500,0,0,0,1000,1000,0,1000,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A4N,,AL otpad  A5N i A51N,,,
M40,13084,2,L60,3800,400 X 1600,11500,0,500,0,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,AL otpad  A1 - nova ?ica - U,,,,,,
M40,9581,2,L60,4200,400 X 1060,7000,0,500,0,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,AL otpad  A3B,AL otpad  A1 - stara ?ica - U,,,,,
Q90,44943,4,L39,6600,400 X 1600,15000,0,17000,3000,1000,0,0,3000,8000,1000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A4N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,ALBe5%
M40E,14026,3,L60,3950,400 X 1100,7000,0,2000,500,0,0,0,5000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"A - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A1 - stara ?ica,,,,,,
M40E,10071,2,L60,3600,400 X 1300,5000,0,2000,500,0,0,0,4000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"A - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A1 - nova ?ica,,,,,,
M40,9581,2,L60,4200,400 X 1060,6000,0,2000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A1 - nova ?ica - U,AL otpad  A3B,,,,,
M40,13084,2,L60,3800,400 X 1600,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
M40,12783,2,L60,3600,400 X 1650,8000,0,2000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A0 - baliran,AL otpad  A3B,AL otpad  A5N i A51N,,,,
Q90,45646,5,L39,6600,400 X 1300,15000,0,21000,3000,1000,0,0,3000,4000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A4N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
Q90,49412,4,L39,8600,400 X 1350,15000,0,23000,3000,1000,0,0,3000,5000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A4N - U,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
Q90,45060,5,L39,7700,400 X 1100,15000,0,21000,3000,1000,0,0,3000,4000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A4N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
EW3,10536,2,L42,3600,400 X 1350,3000,0,5500,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,13415,3,L42,3750,400 X 1100,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,13181,2,L42,3800,400 X 1600,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,12293,2,L42,4200,400 X 1350,4000,0,6000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,10146,2,L42,3600,400 X 1300,3000,0,4000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,AL otpad  A1 - stara ?ica - U,,,,,
EW3,13415,3,L42,3750,400 X 1100,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW4,13514,3,L51,3750,400 X 1100,4000,0,6000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,10614,2,L51,3600,400 X 1350,2000,0,5000,500,0,0,0,3000,1000,200,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,AL otpad  A6FL,,,,
EW4,12973,2,L51,4400,400 X 1350,3000,0,6500,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13617,2,L51,4300,400 X 1450,4000,0,6000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
M40,12783,2,L60,4400,400 X 1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
M40,12449,2,L60,4450,400 X 1300,8000,0,2500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
M40,9813,2,L60,3800,400 X 1200,6000,0,2000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
M40,10071,2,L60,3600,400 X 1300,6000,0,2000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
M40,10071,2,L60,3600,400 X 1300,4000,0,2000,2000,500,0,0,1000,1000,0,1000,0,0,0,"AL ingoti  99,7% - VEZA",,"A - legura (odresci,buntovi)","P - legura (odresci,buntovi)",P -legura (?pon),,,AL otpad  A0 - baliran,AL otpad  A3B,,AL otpad  A5N i A51N,,,
M40,13286,3,L60,4200,400 X 980,9000,0,3000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
EW3,10146,2,L42,3600,400 X 1300,3000,0,6000,500,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,13415,3,L42,3750,400 X 1100,4000,0,7000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
M40,12449,2,L60,4450,400 X 1300,8000,0,3000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
M40,13084,2,L60,3800,400 X 1600,11000,0,1000,0,0,0,0,1000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,P -legura (?pon),,,,,AL otpad  A1 - nova ?ica - U,,,,,,
Q92,13974,3,L60,3950,400 X 1100,12000,0,1000,0,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,P -legura (?pon),,,,,AL otpad  A1 - nova ?ica - U,,,,,,
N73,13593,3,L60,3800,400 X 1100,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N - U,,,,,
N73,10493,2,L60,4400,400 X 1100,3000,0,6000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N - U,,,,,
N73,13203,2,L60,4200,400 X 1450,4000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
N73,12975,3,L60,4200,400 X 950,10000,0,2000,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",,,,,,,,,,,
N73,10146,2,L60,3600,400 X 1300,3000,0,5500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A5N i A51N - U,,,,,
Q90,45060,5,L39,7700,400 X 1100,13000,0,22000,3000,1000,0,0,1000,3000,3000,2000,1000,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A3N,AL otpad  A4N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,
Q90,50274,5,L39,7000,400 X 1350,15000,0,24000,3000,1000,0,0,1000,3000,2000,3000,1000,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A3N,AL otpad  A4N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,
Q90,49412,4,L39,8600,400 X 1350,15000,0,23000,3000,1000,0,0,3000,3000,3000,1000,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A3N,AL otpad  A4B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,
Q90,47667,4,L39,7000,400 X 1600,15000,0,25000,3000,1000,0,0,3000,3000,1000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A3N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,ALBe5%
Q90,49029,4,L39,7200,400 X 1600,15000,0,25000,3000,1000,0,0,1000,3000,3000,1000,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A3N,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,ALBe5%
EW4,12973,2,L60,4400,400 X 1350,4000,0,6500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,10614,2,L60,3600,400 X 1350,3000,0,5500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)","M - legura (odresci,buntovi)",,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
M40,13084,2,L60,3800,400 X 1600,8000,0,2500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",,,,AL otpad  A3B,AL otpad  A5N i A51N,,,,,
EW3,9652,2,L42,4200,400 X 1060,3000,0,5500,500,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,10471,2,L42,4200,400 X 1150,3000,0,6000,500,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,10320,2,L42,3400,400 X 1400,4000,0,6500,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,,,,,,,
EW3,12975,3,L42,4200,400 X 950,5000,0,9000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,,,,,,,
EW3,13593,2,L60,3800,400 X 1650,12000,0,500,0,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,M -legura (?pon),,,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW3,10536,2,L42,3600,400 X 1350,4000,0,3000,500,0,0,0,4000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW3,10536,2,L42,3600,400 X 1350,3000,0,5000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
Y80,12830,3,L51,3600,400 X 1100,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,10109,2,L51,3600,400 X 1300,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13365,3,L51,3750,400 X 1100,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
